,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,Survived
352,3,1,1,-0.18215726711560043,1,1,-0.04874796901791785,0,0.0,0
353,3,1,1,-0.05715726711560043,1,0,-0.028115141531215936,0,2.0,0
354,3,1,1,0.03034273288439957,0,0,-0.04875616687195388,0,0.0,0
355,3,1,1,-0.01965726711560043,0,0,-0.04431566260243343,0,2.0,0
356,1,0,0,-0.09465726711560044,0,1,0.044494422787975704,1,2.0,1
357,2,0,0,0.10534273288439958,0,0,-0.037484117572401957,0,2.0,0
358,3,0,0,-0.3571572671156004,0,0,-0.04747925351234057,0,1.0,1
359,3,0,0,-0.19465726711560044,0,0,-0.04747925351234057,0,1.0,1
360,3,1,1,0.13034273288439957,1,4,-0.008401254444553691,0,2.0,0
361,2,1,1,-0.0071572671156004295,1,0,-0.0087510295500913,0,0.0,0
362,3,1,0,0.19284273288439957,0,1,-0.03464570820592431,0,0.0,0
363,3,1,1,0.06784273288439957,0,0,-0.04909774412345545,0,2.0,0
364,3,1,1,-0.31965726711560044,1,0,-0.0326044425509509,0,1.0,0
365,3,1,1,0.00534273288439957,0,0,-0.048707370121739375,0,2.0,0
366,1,1,0,0.38034273288439957,1,0,0.08401979046172922,1,0.0,1
367,3,1,0,0.5053427328843996,0,0,-0.04874796901791785,0,0.0,1
368,3,0,0,-0.06965726711560043,0,0,-0.047731435117449164,0,1.0,1
369,1,1,0,-0.06965726711560043,0,0,0.07240616391067571,1,0.0,1
370,1,1,1,-0.05715726711560043,1,0,0.045356563770765676,1,0.0,1
371,3,1,1,-0.14465726711560042,1,0,-0.05017947048221073,0,2.0,0
372,3,1,1,-0.13215726711560044,0,0,-0.04714587411487504,0,2.0,0
373,1,1,1,-0.09465726711560044,0,0,0.20188014275084332,0,0.0,0
374,3,0,0,-0.33215726711560045,3,1,-0.02172276725311506,0,2.0,0
375,1,1,0,0.11784273288439957,1,0,0.0975282924171126,0,0.0,1
376,3,0,0,-0.09465726711560044,0,0,-0.048707370121739375,0,2.0,1
377,1,1,1,-0.03215726711560043,0,2,0.34996207913081157,1,0.0,0
378,3,1,1,-0.11965726711560043,0,0,-0.055026549274518485,0,0.0,0
379,3,1,1,-0.13215726711560044,0,0,-0.04768263836723465,0,2.0,0
380,1,0,0,0.15534273288439956,0,0,0.38124079601831273,0,0.0,1
381,3,0,0,-0.3571572671156004,0,2,-0.03213267556987701,0,0.0,1
382,3,1,1,0.03034273288439957,0,0,-0.047389857865947585,0,2.0,0
383,1,1,0,0.06784273288439957,1,0,0.038638812762234444,0,2.0,1
384,3,1,1,0.2803427328843996,0,0,-0.047446852470198135,0,2.0,0
385,2,1,1,-0.14465726711560042,0,0,0.08060401794671349,0,2.0,0
386,3,0,1,-0.3571572671156004,5,2,0.0286842757184743,0,2.0,0
387,2,0,0,0.08034273288439957,0,0,-0.037484117572401957,0,2.0,1
388,3,1,1,0.04284273288439957,0,0,-0.04777203401362764,0,1.0,0
389,2,0,0,-0.15715726711560044,0,0,-0.03943598758098237,0,0.0,1
390,1,1,1,0.08034273288439957,1,2,0.17136597334570303,2,2.0,1
391,3,1,1,-0.10715726711560043,0,0,-0.04764203947105618,0,2.0,1
392,3,1,1,-0.01965726711560043,2,0,-0.047389857865947585,0,2.0,0
393,1,0,0,-0.08215726711560042,1,0,0.1582396475379997,1,0.0,1
394,3,1,0,-0.06965726711560043,0,2,-0.0302621985406544,1,2.0,1
395,3,1,1,-0.09465726711560044,0,0,-0.04764203947105618,0,2.0,0
396,3,0,0,0.01784273288439957,0,0,-0.047528050262555084,0,2.0,0
397,2,1,1,0.20534273288439958,0,0,-0.012109807460856489,0,2.0,0
398,2,2,1,-0.08215726711560042,0,0,-0.042363792593853006,0,2.0,0
399,2,1,0,-0.01965726711560043,0,0,-0.0381672720754051,0,2.0,1
400,3,1,1,0.11784273288439957,0,0,-0.047389857865947585,0,2.0,1
401,3,1,1,-0.04465726711560043,0,0,-0.04714587411487504,0,2.0,0
402,3,0,0,-0.10715726711560043,1,0,-0.04368130484964479,0,2.0,0
403,3,1,1,-0.01965726711560043,1,0,-0.031921288047947756,0,2.0,0
404,3,0,0,-0.11965726711560043,0,0,-0.045950353734619524,0,2.0,0
405,2,1,1,0.05534273288439957,1,0,-0.02186915750375859,0,2.0,0
406,3,1,1,0.2678427328843996,0,0,-0.047731435117449164,0,2.0,0
407,2,0,1,-0.33215726711560045,1,1,-0.026260865023064538,0,2.0,1
408,3,1,1,-0.10715726711560043,0,0,-0.04768263836723465,0,2.0,0
409,3,0,0,0.24284273288439956,3,1,-0.013150739736432427,0,2.0,0
410,3,1,1,-0.09465726711560044,0,0,-0.047446852470198135,0,2.0,0
411,3,1,1,0.08034273288439957,0,0,-0.04947191760410032,0,1.0,0
412,1,0,0,0.04284273288439957,1,0,0.11280987308829042,1,1.0,1
413,2,1,1,-0.0071572671156004295,0,0,-0.06285842768394742,0,2.0,0
414,3,1,1,0.18034273288439956,0,0,-0.047389857865947585,0,2.0,1
415,3,1,0,-0.10715726711560043,0,0,-0.04714587411487504,0,2.0,0
416,2,1,0,0.05534273288439957,1,1,0.0005773475949162455,0,2.0,1
417,2,0,0,-0.14465726711560042,0,2,-0.037484117572401957,0,2.0,1
418,2,1,1,0.00534273288439957,0,0,-0.037484117572401957,0,2.0,0
419,3,0,0,-0.24465726711560043,0,2,-0.01572076697673027,0,2.0,0
420,3,1,1,0.3303427328843996,0,0,-0.047446852470198135,0,0.0,0
421,3,1,1,-0.10715726711560043,0,0,-0.047764031346592455,0,1.0,0
422,3,1,1,-0.0071572671156004295,0,0,-0.04748745136637661,0,2.0,0
423,3,1,0,-0.01965726711560043,1,1,-0.034751499560389365,0,2.0,0
424,3,1,1,-0.14465726711560042,1,1,-0.023406255135515676,0,2.0,0
425,3,1,1,-0.16965726711560042,0,0,-0.048707370121739375,0,2.0,0
426,2,1,0,-0.01965726711560043,1,0,-0.012109807460856489,0,2.0,1
427,2,0,0,-0.13215726711560044,0,0,-0.012109807460856489,0,2.0,1
428,3,1,1,-0.26965726711560045,0,0,-0.047731435117449164,0,1.0,0
429,3,1,1,0.03034273288439957,0,0,-0.04714587411487504,1,2.0,1
430,1,1,1,-0.01965726711560043,0,0,-0.011036278956137255,1,2.0,1
431,3,1,0,0.2678427328843996,1,0,-0.03143332054580265,0,2.0,1
432,2,1,0,0.15534273288439956,1,0,-0.012109807460856489,0,2.0,1
433,3,1,1,-0.15715726711560044,0,0,-0.04895135387281192,0,2.0,0
434,1,1,1,0.25534273288439957,1,0,0.046251105795698084,1,2.0,0
435,1,0,0,-0.19465726711560044,1,2,0.17136597334570303,2,2.0,1
436,3,0,0,-0.10715726711560043,2,2,0.004237103861004534,0,2.0,0
437,2,1,0,-0.06965726711560043,2,3,-0.026260865023064538,0,2.0,1
438,1,1,1,0.43034273288439956,1,4,0.4504833845727032,3,2.0,0
439,2,1,1,0.01784273288439957,0,0,-0.042363792593853006,0,2.0,0
440,2,1,0,0.19284273288439957,1,1,-0.011621839958711383,0,2.0,1
441,3,1,1,-0.11965726711560043,0,0,-0.04431566260243343,0,2.0,0
442,3,1,1,-0.05715726711560043,1,0,-0.04768263836723465,0,2.0,0
443,2,0,0,-0.01965726711560043,0,0,-0.037484117572401957,0,2.0,1
444,3,1,1,-0.0071572671156004295,0,0,-0.04702388223933876,0,2.0,1
445,1,0,1,-0.31965726711560044,0,2,0.09691833303943122,1,2.0,1
446,2,0,0,-0.20715726711560042,0,1,-0.02479696251662922,0,2.0,1
447,1,1,1,0.05534273288439957,0,0,-0.011036278956137255,0,2.0,1
448,3,0,0,-0.30715726711560043,2,1,-0.02526872949770311,0,0.0,1
449,1,4,1,0.2803427328843996,0,0,-0.0033263924222445957,1,2.0,1
450,2,1,1,0.08034273288439957,1,2,-0.008694034945840753,0,2.0,0
451,3,1,1,0.25534273288439957,1,0,-0.02388602478362474,0,2.0,0
452,1,1,1,0.00534273288439957,0,0,-0.008694034945840753,1,0.0,0
453,1,1,1,0.24284273288439956,1,0,0.1110613879346041,1,0.0,1
454,3,1,1,-0.26965726711560045,0,0,-0.04714587411487504,0,2.0,0
455,3,1,1,-0.0071572671156004295,0,0,-0.047446852470198135,0,0.0,1
456,1,1,1,0.44284273288439957,0,0,-0.011036278956137255,1,2.0,0
457,1,1,0,0.30534273288439956,1,0,0.03837043063605463,1,2.0,1
458,2,0,0,0.25534273288439957,0,0,-0.042363792593853006,0,2.0,1
459,3,1,1,-0.09465726711560044,0,0,-0.047731435117449164,0,1.0,0
460,1,1,1,0.23034273288439958,0,0,-0.011036278956137255,1,2.0,1
461,3,1,1,0.05534273288439957,0,0,-0.04714587411487504,0,2.0,0
462,1,1,1,0.21784273288439956,0,0,0.012288567646398768,1,2.0,0
463,2,1,1,0.23034273288439958,0,0,-0.037484117572401957,0,2.0,0
464,3,1,1,-0.16965726711560042,0,0,-0.04714587411487504,0,2.0,0
465,3,1,1,0.10534273288439958,0,0,-0.04909774412345545,0,2.0,0
466,2,1,1,0.03034273288439957,0,0,-0.06285842768394742,0,2.0,0
467,1,1,1,0.3303427328843996,0,0,-0.011036278956137255,0,2.0,0
468,3,1,1,-0.03215726711560043,0,0,-0.04778023186766367,0,1.0,0
469,3,0,0,-0.3602822671156004,2,1,-0.02526872949770311,0,0.0,1
470,3,1,1,0.5553427328843996,0,0,-0.048707370121739375,0,2.0,0
471,3,1,1,0.10534273288439958,0,0,-0.045950353734619524,0,2.0,0
472,2,1,0,0.04284273288439957,1,2,-0.008694034945840753,0,2.0,1
473,2,1,0,-0.08215726711560042,0,0,-0.03593882208660884,1,0.0,1
474,3,0,0,-0.09465726711560044,0,0,-0.04365690647453754,0,2.0,0
475,1,1,1,0.11784273288439957,0,0,0.038638812762234444,1,2.0,0
476,2,1,1,0.05534273288439957,1,0,-0.02186915750375859,0,2.0,0
477,3,1,1,-0.0071572671156004295,1,0,-0.0491059419774915,0,2.0,0
478,3,1,1,-0.09465726711560044,0,0,-0.04817880372341579,0,2.0,0
479,3,0,0,-0.3446572671156004,0,1,-0.0388748249535155,0,2.0,1
480,3,0,1,-0.25715726711560044,5,2,0.0286842757184743,0,2.0,0
481,2,1,1,0.01784273288439957,0,0,-0.06285842768394742,0,2.0,0
482,3,1,1,0.25534273288439957,0,0,-0.04714587411487504,0,2.0,0
483,3,1,0,0.41784273288439955,0,0,-0.04414487397668264,0,2.0,1
484,1,1,1,-0.05715726711560043,1,0,0.11491633120155041,1,0.0,1
485,3,0,0,0.01784273288439957,3,1,-0.013150739736432427,0,2.0,0
486,1,1,0,0.06784273288439957,1,0,0.11280987308829042,1,2.0,1
487,1,1,1,0.35534273288439955,0,0,-0.004887888429108933,1,0.0,0
488,3,1,1,0.00534273288439957,0,0,-0.04714587411487504,0,2.0,0
489,3,0,1,-0.25715726711560044,1,1,-0.03182369454751874,0,2.0,1
490,3,1,1,0.19284273288439957,1,0,-0.02388602478362474,0,2.0,0
491,3,1,1,-0.10715726711560043,0,0,-0.048707370121739375,0,2.0,0
492,1,1,1,0.31784273288439957,0,0,-0.0033263924222445957,1,2.0,0
493,1,1,1,0.5178427328843995,0,0,0.033767335594819425,0,0.0,0
494,3,1,1,-0.10715726711560043,0,0,-0.04714587411487504,0,2.0,0
495,3,1,1,0.35534273288439955,0,0,-0.034637705538889126,0,0.0,0
496,1,0,0,0.30534273288439956,1,0,0.08990799671661377,1,0.0,1
497,3,1,1,-0.04465726711560043,0,0,-0.03338519055438307,0,2.0,0
498,1,1,0,-0.05715726711560043,1,2,0.23294747211641534,2,2.0,0
499,3,1,1,-0.06965726711560043,0,0,-0.04764203947105618,0,2.0,0
500,3,1,1,-0.15715726711560044,0,0,-0.045950353734619524,0,2.0,0
501,3,0,0,-0.10715726711560043,0,0,-0.047731435117449164,0,1.0,0
502,3,0,0,-0.15715726711560044,0,0,-0.047967221014485674,0,1.0,0
503,3,0,0,0.09284273288439956,0,0,-0.04414487397668264,0,2.0,0
504,1,0,0,-0.16965726711560042,0,0,0.10597832805825895,1,2.0,1
505,1,1,1,-0.14465726711560042,1,0,0.14970021625046037,1,0.0,0
506,2,1,0,0.04284273288439957,0,2,-0.012109807460856489,0,2.0,1
507,1,1,1,0.08034273288439957,0,0,-0.011036278956137255,0,2.0,1
508,3,1,1,-0.01965726711560043,0,0,-0.01889255574067345,0,2.0,0
509,3,1,1,-0.04465726711560043,0,0,0.04741402994681031,0,2.0,1
510,3,1,1,-0.0071572671156004295,0,0,-0.047731435117449164,0,1.0,1
511,3,1,1,-0.05715726711560043,0,0,-0.04714587411487504,0,2.0,0
512,1,1,1,0.08034273288439957,0,0,-0.011548644833389615,1,2.0,1
513,1,1,0,0.30534273288439956,1,0,0.053082650825729556,0,0.0,1
514,3,1,1,-0.06965726711560043,0,0,-0.048227600473630304,0,2.0,0
515,1,1,1,0.21784273288439956,0,0,0.0035457515039653514,1,2.0,0
516,2,1,0,0.05534273288439957,0,0,-0.042363792593853006,1,2.0,1
517,3,1,1,0.01784273288439957,0,0,-0.01572076697673027,0,1.0,0
518,2,1,0,0.08034273288439957,1,0,-0.012109807460856489,0,2.0,1
519,3,1,1,0.03034273288439957,0,0,-0.047446852470198135,0,2.0,0
520,1,0,0,0.00534273288439957,0,0,0.1196414181183219,1,2.0,1
521,3,1,1,-0.09465726711560044,0,0,-0.047446852470198135,0,2.0,0
522,3,1,1,-0.08215726711560042,0,0,-0.04875616687195388,0,0.0,0
523,1,1,0,0.18034273288439956,0,1,0.05030943391753849,1,0.0,1
524,3,1,1,-0.13215726711560044,0,0,-0.04874796901791785,0,0.0,0
525,3,1,1,0.13659273288439958,0,0,-0.047731435117449164,0,1.0,0
526,2,0,0,0.25534273288439957,0,0,-0.042363792593853006,0,2.0,1
527,1,1,1,0.30534273288439956,0,0,0.3700257413230114,1,2.0,0
528,3,1,1,0.11784273288439957,0,0,-0.047389857865947585,0,2.0,0
529,2,1,1,-0.08215726711560042,2,1,-0.04041192258527258,0,2.0,0
530,2,0,0,-0.3446572671156004,1,1,-0.012109807460856489,0,2.0,1
531,3,1,1,0.03034273288439957,0,0,-0.04874796901791785,0,0.0,0
532,3,1,1,-0.15715726711560044,1,1,-0.04874796901791785,0,0.0,0
533,3,1,0,-0.31965726711560044,0,2,-0.019217932471103805,0,0.0,1
534,3,0,0,0.00534273288439957,0,0,-0.045950353734619524,0,2.0,0
535,2,0,0,-0.2821572671156004,0,2,-0.011621839958711383,0,2.0,1
536,1,4,1,0.19284273288439957,0,0,-0.011036278956137255,1,2.0,0
537,1,0,0,0.00534273288439957,0,0,0.14486933797922383,0,0.0,1
538,3,1,1,-0.18215726711560043,0,0,-0.03455631255953132,0,2.0,0
539,1,0,0,-0.09465726711560044,0,2,0.033759137740783395,1,0.0,1
540,1,0,0,0.08034273288439957,0,2,0.07572434292526244,1,2.0,1
541,3,0,0,-0.25715726711560044,4,2,-0.0018136931655947724,0,2.0,0
542,3,0,0,-0.23215726711560042,4,2,-0.0018136931655947724,0,2.0,0
543,2,1,1,0.03034273288439957,1,0,-0.012109807460856489,0,2.0,1
544,1,1,1,0.25534273288439957,1,0,0.14486933797922383,1,0.0,0
545,1,1,1,0.43034273288439956,0,0,-0.012109807460856489,0,2.0,0
546,2,1,0,-0.13215726711560044,1,0,-0.012109807460856489,0,2.0,1
547,2,1,1,0.01784273288439957,0,0,-0.03580062969000134,0,0.0,1
548,3,1,1,0.04284273288439957,1,1,-0.022796295757834293,0,2.0,0
549,2,0,1,-0.26965726711560045,1,1,0.008872795131383032,0,2.0,1
550,1,1,1,-0.15715726711560044,0,2,0.15357136003847793,1,0.0,1
551,2,1,1,-0.03215726711560043,0,0,-0.012109807460856489,0,2.0,0
552,3,1,1,-0.04465726711560043,0,0,-0.04757684701276959,0,1.0,0
553,3,1,1,-0.09465726711560044,0,0,-0.04875616687195388,0,0.0,1
554,3,0,0,-0.09465726711560044,0,0,-0.04768263836723465,0,2.0,1
555,1,1,1,0.4053427328843996,0,0,-0.011036278956137255,0,2.0,0
556,1,3,0,0.23034273288439958,1,0,0.014435624655837235,1,0.0,1
557,1,1,1,0.16784273288439958,0,0,0.38124079601831273,0,0.0,0
558,1,1,0,0.11784273288439957,1,1,0.09260801849948308,1,2.0,1
559,3,1,0,0.08034273288439957,1,0,-0.028895889534648108,0,2.0,1
560,3,1,1,-0.13215726711560044,0,0,-0.047731435117449164,0,1.0,0
561,3,1,1,0.13034273288439957,0,0,-0.047446852470198135,0,2.0,0
562,2,1,1,-0.01965726711560043,0,0,-0.036508182568111745,0,2.0,0
563,3,1,1,-0.3446572671156004,0,0,-0.04714587411487504,0,2.0,0
564,3,0,0,-0.16965726711560042,0,0,-0.04714587411487504,0,2.0,0
565,3,1,1,-0.06965726711560043,2,0,-0.01572076697673027,0,2.0,0
566,3,1,1,-0.13215726711560044,0,0,-0.047446852470198135,0,2.0,0
567,3,1,0,-0.0071572671156004295,0,4,-0.02172276725311506,0,2.0,0
568,3,1,1,-0.14465726711560042,0,0,-0.04874796901791785,0,0.0,0
569,3,1,1,0.03034273288439957,0,0,-0.047528050262555084,0,2.0,1
570,2,1,1,0.4053427328843996,0,0,-0.042363792593853006,0,2.0,1
571,1,1,0,0.29284273288439955,2,0,0.03762227886176576,1,2.0,1
572,1,1,1,0.08034273288439957,0,0,-0.011353457832531576,1,2.0,1
573,3,0,0,-0.09465726711560044,0,0,-0.047731435117449164,0,1.0,1
574,3,1,1,-0.16965726711560042,0,0,-0.04714587411487504,0,2.0,0
575,3,1,1,-0.13215726711560044,0,0,-0.03455631255953132,0,2.0,0
576,2,0,0,0.05534273288439957,0,0,-0.037484117572401957,0,2.0,1
577,1,1,0,0.11784273288439957,1,0,0.046251105795698084,1,2.0,1
578,3,1,0,-0.06965726711560043,1,0,-0.034637705538889126,0,0.0,0
579,3,1,1,0.03034273288439957,0,0,-0.047389857865947585,0,2.0,1
580,2,0,0,-0.05715726711560043,1,1,-0.004302327426534806,0,2.0,1
581,1,1,0,0.11784273288439957,1,1,0.15357136003847793,1,0.0,1
582,2,1,1,0.30534273288439956,0,0,-0.012109807460856489,0,2.0,0
583,1,1,1,0.08034273288439957,0,0,0.015460356410341951,1,0.0,0
584,3,1,1,0.00534273288439957,0,0,-0.04585276023419051,0,0.0,0
585,1,0,0,-0.14465726711560042,0,2,0.09260801849948308,1,2.0,1
586,2,1,1,0.21784273288439956,0,0,-0.03358037755524111,0,2.0,0
587,1,1,1,0.38034273288439957,1,1,0.09172967699562189,1,0.0,1
588,3,1,1,-0.09465726711560044,0,0,-0.04714587411487504,0,2.0,0
589,3,1,1,-0.01965726711560043,0,0,-0.04714587411487504,0,2.0,0
590,3,1,1,0.06784273288439957,0,0,-0.04895135387281192,0,2.0,0
591,1,1,0,0.2803427328843996,1,0,0.08990799671661377,1,0.0,1
592,3,1,1,0.21784273288439956,0,0,-0.048707370121739375,0,2.0,0
593,3,0,0,-0.06965726711560043,0,2,-0.047731435117449164,0,1.0,0
594,2,1,1,0.09284273288439956,1,0,-0.012109807460856489,0,2.0,0
595,3,1,1,0.08034273288439957,1,1,-0.01572076697673027,0,2.0,0
596,2,0,0,-0.0071572671156004295,0,0,0.0015532825992064557,0,2.0,1
597,3,1,1,0.24284273288439956,0,0,-0.06285842768394742,0,2.0,0
598,3,1,1,0.03034273288439957,0,0,-0.04875616687195388,0,0.0,0
599,1,3,1,0.24284273288439956,1,0,0.04825997040852906,1,0.0,1
600,2,1,0,-0.06965726711560043,2,1,-0.010157937452276068,0,2.0,1
601,3,1,1,-0.03215726711560043,0,0,-0.047446852470198135,0,2.0,0
602,1,1,1,-0.13215726711560044,0,0,0.019900860679862405,0,2.0,0
603,3,1,1,0.18034273288439956,0,0,-0.04714587411487504,0,2.0,0
604,1,1,1,0.06784273288439957,0,0,-0.011036278956137255,0,0.0,1
605,3,1,1,0.08034273288439957,1,0,-0.03250684905052188,0,2.0,0
606,3,1,1,0.00534273288439957,0,0,-0.047446852470198135,0,2.0,0
607,1,1,1,-0.03215726711560043,0,0,-0.0033263924222445957,0,2.0,1
608,2,1,0,-0.09465726711560044,1,2,0.0182987657768196,0,0.0,1
609,1,0,0,0.13034273288439957,0,0,0.23668042350782537,1,2.0,1
610,3,1,0,0.11784273288439957,1,5,-0.0018136931655947724,0,2.0,0
611,3,1,1,-0.10715726711560043,0,0,-0.04909774412345545,0,2.0,0
612,3,0,0,-0.13215726711560044,1,0,-0.0326044425509509,0,1.0,1
613,3,1,1,-0.09465726711560044,0,0,-0.047731435117449164,0,1.0,0
614,3,1,1,0.06784273288439957,0,0,-0.04714587411487504,0,2.0,0
615,2,0,0,-0.06965726711560043,1,2,0.06401312287377992,0,2.0,1
616,3,1,1,0.05534273288439957,1,1,-0.034751499560389365,0,2.0,0
617,3,1,0,-0.04465726711560043,1,0,-0.03143332054580265,0,2.0,0
618,2,0,0,-0.31965726711560044,2,1,0.01326450265068898,1,2.0,1
619,2,1,1,-0.04465726711560043,0,0,-0.042363792593853006,0,2.0,0
620,3,1,1,-0.03215726711560043,1,0,-0.03464570820592431,0,0.0,0
621,1,1,1,0.15534273288439956,1,0,0.03972053912098972,1,2.0,1
622,3,1,1,-0.11965726711560043,1,1,-0.03213267556987701,0,0.0,1
623,3,1,1,-0.10715726711560043,0,0,-0.047528050262555084,0,2.0,0
624,3,1,1,-0.10715726711560043,0,0,-0.03143332054580265,0,2.0,0
625,1,1,1,0.3928427328843996,0,0,0.0002275724893786311,1,2.0,0
626,2,2,1,0.3428427328843996,0,0,-0.03875283307797923,0,1.0,0
627,1,0,0,-0.10715726711560043,0,0,0.08930604000596756,1,2.0,1
628,3,1,1,-0.04465726711560043,0,0,-0.047446852470198135,0,2.0,0
629,3,1,1,0.41784273288439955,0,0,-0.047764031346592455,0,1.0,0
630,1,1,1,0.6303427328843996,0,0,-0.004302327426534806,1,2.0,1
631,3,1,1,0.2678427328843996,0,0,-0.049089546269419415,0,2.0,0
632,1,2,1,0.03034273288439957,0,0,-0.0033263924222445957,1,0.0,1
633,1,1,1,0.06784273288439957,0,0,-0.06285842768394742,0,2.0,0
634,3,0,0,-0.25715726711560044,3,2,-0.008401254444553691,0,2.0,0
635,2,0,0,-0.01965726711560043,0,0,-0.037484117572401957,0,2.0,1
636,3,1,1,0.03034273288439957,0,0,-0.047389857865947585,0,2.0,0
637,2,1,1,0.01784273288439957,1,1,-0.011621839958711383,0,2.0,0
638,3,1,0,0.14284273288439958,0,5,0.014606413281588017,0,2.0,0
639,3,1,1,0.04284273288439957,1,0,-0.03143332054580265,0,2.0,0
640,3,1,1,-0.11965726711560043,0,0,-0.047528050262555084,0,2.0,0
641,1,0,0,-0.06965726711560043,0,0,0.07240616391067571,1,0.0,1
642,3,0,0,-0.3446572671156004,3,2,-0.008401254444553691,0,2.0,0
643,3,1,1,-0.01965726711560043,0,0,0.04741402994681031,0,2.0,1
644,3,0,0,-0.3602822671156004,2,1,-0.02526872949770311,0,0.0,1
645,1,1,1,0.23034273288439958,1,0,0.0869069965784214,1,0.0,1
646,3,1,1,-0.13215726711560044,0,0,-0.047446852470198135,0,2.0,0
647,1,4,1,0.3303427328843996,0,0,0.006432957620657507,1,0.0,1
648,3,1,1,-0.13215726711560044,0,0,-0.04812180911916524,0,2.0,0
649,3,0,0,-0.08215726711560042,0,0,-0.04812180911916524,0,2.0,1
650,3,1,1,0.2678427328843996,0,0,-0.047446852470198135,0,2.0,0
651,2,0,0,-0.14465726711560042,0,1,-0.01796541748659775,0,2.0,1
652,3,1,1,-0.10715726711560043,0,0,-0.04639772234058616,0,2.0,0
653,3,0,0,-0.06965726711560043,0,0,-0.04757684701276959,0,1.0,1
654,3,0,0,-0.14465726711560042,0,0,-0.04968330512602958,0,1.0,0
655,2,1,1,-0.06965726711560043,2,0,0.08060401794671349,0,2.0,0
656,3,1,1,-0.10715726711560043,0,0,-0.047446852470198135,0,2.0,0
657,3,1,0,0.03034273288439957,1,1,-0.0326044425509509,0,1.0,0
658,2,1,1,-0.08215726711560042,0,0,-0.037484117572401957,0,2.0,0
659,1,1,1,0.35534273288439955,0,2,0.1582396475379997,1,0.0,0
660,1,2,1,0.25534273288439957,2,0,0.19800899896282578,0,2.0,1
661,3,1,1,0.13034273288439957,0,0,-0.04875616687195388,0,0.0,0
662,1,1,1,0.21784273288439956,0,0,-0.012914953839395914,1,2.0,0
663,3,1,1,0.08034273288439957,0,0,-0.048227600473630304,0,2.0,0
664,3,1,1,-0.11965726711560043,1,0,-0.047389857865947585,0,2.0,1
665,2,1,1,0.03034273288439957,2,0,0.08060401794671349,0,2.0,0
666,2,1,1,-0.05715726711560043,0,0,-0.037484117572401957,0,2.0,0
667,3,1,1,0.13034273288439957,0,0,-0.04768263836723465,0,2.0,0
668,3,1,1,0.16784273288439958,0,0,-0.04714587411487504,0,2.0,0
669,1,1,0,-0.33215726711560045,1,0,0.038638812762234444,1,2.0,1
670,2,1,0,0.13034273288439957,1,1,0.01326450265068898,0,2.0,1
671,1,1,1,0.01784273288439957,1,0,0.038638812762234444,1,2.0,0
672,2,1,1,0.5053427328843996,0,0,-0.042363792593853006,0,2.0,0
673,2,1,1,0.01784273288439957,0,0,-0.037484117572401957,0,2.0,1
674,2,1,1,0.04284273288439957,0,0,-0.06285842768394742,0,2.0,0
675,3,1,1,-0.14465726711560042,0,0,-0.04768263836723465,0,2.0,0
676,3,1,1,-0.06340726711560044,0,0,-0.04714587411487504,0,2.0,0
677,3,0,0,-0.14465726711560042,0,0,-0.0436487086205015,0,2.0,1
678,3,1,0,0.16784273288439958,1,6,0.0286842757184743,0,2.0,0
679,1,1,1,0.08034273288439957,0,1,0.9371415723160527,3,0.0,1
680,3,0,0,0.19284273288439957,0,0,-0.04697508548912425,0,1.0,0
681,1,1,1,-0.03215726711560043,0,0,0.0869069965784214,1,0.0,1
682,3,1,1,-0.11965726711560043,0,0,-0.044852426854793036,0,2.0,0
683,3,1,1,-0.19465726711560044,5,2,0.0286842757184743,0,2.0,0
684,2,1,1,0.38034273288439957,1,1,0.01326450265068898,0,2.0,0
685,2,1,1,-0.05715726711560043,1,2,0.0182987657768196,0,0.0,0
686,3,1,1,-0.19465726711560044,4,1,0.014606413281588017,0,2.0,0
687,3,1,1,-0.13215726711560044,0,0,-0.04300634820067768,0,2.0,0
688,3,1,1,-0.14465726711560042,0,0,-0.04764203947105618,0,2.0,0
689,1,0,0,-0.18215726711560043,0,1,0.3496449002544172,1,2.0,1
690,1,1,1,0.01784273288439957,1,0,0.04839816280513655,1,2.0,1
691,3,0,0,-0.31965726711560044,0,1,-0.0366707733398265,0,0.0,1
692,3,1,1,0.08034273288439957,0,0,0.04741402994681031,0,2.0,1
693,3,1,1,-0.05715726711560043,0,0,-0.04875616687195388,0,0.0,0
694,1,4,1,0.38034273288439957,0,0,-0.011036278956137255,0,2.0,0
695,2,1,1,0.2803427328843996,0,0,-0.036508182568111745,0,2.0,0
696,3,1,1,0.18034273288439956,0,0,-0.04714587411487504,0,2.0,0
697,3,0,0,-0.05715726711560043,0,0,-0.047764031346592455,0,1.0,1
698,1,1,1,0.24284273288439956,1,1,0.15357136003847793,1,0.0,0
699,3,1,1,0.15534273288439956,0,0,-0.047926622118307206,2,2.0,0
700,1,1,0,-0.14465726711560042,1,0,0.38124079601831273,2,0.0,1
701,1,1,1,0.06784273288439957,0,0,-0.011548644833389615,1,2.0,1
702,3,0,0,-0.14465726711560042,0,1,-0.03464570820592431,0,0.0,0
703,3,1,1,-0.05715726711560043,0,0,-0.04774763563852038,0,1.0,0
704,3,1,1,-0.04465726711560043,1,0,-0.047528050262555084,0,2.0,0
705,2,1,1,0.11784273288439957,0,0,-0.012109807460856489,0,2.0,0
